"product_name","product_url","product_price","product_stock","product_product_description"
"SYLVANIA SMART+ ZigBee Indoor Starter Kit, Color Changing Light Strip, Works with SmartThings, Wink, and Amazon Echo Plus","https://www.amazon.com/SYLVANIA-Changing-Dimmable-SmartThings-Assistant/dp/B00R1PB80I/ref=sr_1_49?keywords=smart+light&qid=1581984642&sr=8-49","$17.00
$17
.
00","In Stock.",""
"GLOUE Selfie Light Ring Led Circle Clip-on Selfie Fill Light with 36 Led Bubbles USB Rechargeable Portable for iPhone, Smart Phones, Pads, Makeup Mirrors-Black, 1 Pack","https://www.amazon.com/GLOUE-Bubbles-Rechargeable-Portable-Mirrors-Black/dp/B07WD43MHJ/ref=sr_1_50?keywords=smart+light&qid=1581984642&sr=8-50","$9.99
$9
.
99","In Stock.",""
"ALITOVE Smart Light Bulb Bluetooth Mesh RGB White Color Changing Dimmable LED Bulbs, 4.5W 350LM E26 RGBW LED Night Lights, iOS Android App Controlled, Music Sync, Group Control, Timer Function","https://www.amazon.com/ALITOVE-Bluetooth-Changing-Dimmable-Controlled/dp/B07PDG8KFH/ref=sr_1_51?keywords=smart+light&qid=1581984642&sr=8-51","$11.99
$11
.
99","In Stock.",""
"Light Bulb Camera,Include 16GB Card 1080P WiFi Security Camera, 2MP Wireles IP LED Cam,360 Degrees Panoramic VR Indoor/Outdoor Home Surveillance Cameras,Motion Detection/Night Vision/Alarm","https://www.amazon.com/Include-Security-Panoramic-Surveillance-Detection/dp/B082S9PBHK/ref=sr_1_52?keywords=smart+light&qid=1581984642&sr=8-52","$32.99
$32
.
99","In Stock.",""
"SYLVANIA 74283 Dim Smart+ LED Light Bulb, A19 Dimmable White, 60W Equivalent, Works with SmartThings and Alexa, 10 Year Series, Dimmable Soft (packaging may vary)","https://www.amazon.com/SYLVANIA-74283-Equivalent-SmartThings-packaging/dp/B0727WZ3L2/ref=sr_1_53?keywords=smart+light&qid=1581984642&sr=8-53","$5.18
$5
.
18
$5.87
$5.87","In Stock.",""
"LE Color Changing Light Bulbs with Remote, Dimmable LED Light Bulb, E26 Screw Base, RGB & Soft Warm White, 40 Watt Equivalent, 16 Color Choices for Home Decor, Stage, Party and More, Pack of 2","https://www.amazon.com/Incandescent-Equivalent-Dimmable-Changing-Control/dp/B00VWJPSPK/ref=sr_1_54?keywords=smart+light&qid=1581984642&sr=8-54","$18.99
$18
.
99 ($9.50/Count)","In Stock.",""
"Smart plug, Gosund Mini Wifi Outlet Works With Alexa, Google Home & IFTTT, No Hub Required, Remote Control Your Home Appliances from Anywhere, ETL Certified,Only Supports 2.4GHz Network(4 Pieces)","https://www.amazon.com/Gosund-Compatible-Required-appliances-Certified/dp/B079MFTYMV/ref=sr_1_55?keywords=smart+light&qid=1581984642&sr=8-55","$29.99
$29
.
99","In Stock.",""
"meross Smart Wi-Fi LED Bulb, Multiple Colors, 2700K-6500K RGB, 810 Lumens 60W Equivalent, Compatible with Alexa, Google Assistant and IFTTT, E26 Light Bulb, No Hub Required - Upgrade Versions (2 Pack)","https://www.amazon.com/meross-2700K-6500K-Equivalent-Compatible-Assistant/dp/B07WVTCRSX/ref=sr_1_56?keywords=smart+light&qid=1581984642&sr=8-56","$19.99
$19
.
99","In Stock.",""
"Smart WiFi LED Light Bulb Dimmable 9W 1000Lm, SLITINTO E26 Multicolor Light Bulb Compatible with Alexa, Echo, Google Home and IFTTT(No Hub Required), A19 90W Equivalent RGB Color Changing Bulb-2 Pack","https://www.amazon.com/Dimmable-SLITINTO-Multicolor-Compatible-Equivalent/dp/B07SPZ8MBD/ref=sr_1_57?keywords=smart+light&qid=1581984642&sr=8-57","$24.99
$24
.
99","In Stock.",""
"The Clapper","https://www.amazon.com/Clapper-Amanda-Seyfried/dp/B0797PZPK1/ref=sr_1_58?keywords=smart+light&qid=1581984642&sr=8-58","From
$3.99
$3
.
99 to rent","",""
"OSRAM LIGHTIFY A19 Smart Adjustable White LED, Dimmable, 9.5W, Hub Required","https://www.amazon.com/SYLVANIA-General-Lighting-73674-Sylvania/dp/B00R3ID2BG/ref=sr_1_59?keywords=smart+light&qid=1581984642&sr=8-59","$8.49
$8
.
49
$9.49
$9.49","In Stock.",""
"LIFX A19 Mini Wi-Fi Smart Led Light Bulb (Latest Generation), Dimmable, Warm White, No Hub Required, Works with Amazon Alexa, Apple HomeKit, Google Assistant and Microsoft Cortana","https://www.amazon.com/LIFX-L3A19MW06E26-Mini-White-Light/dp/B07FKJ4LDX/ref=sr_1_60?keywords=smart+light&qid=1581984642&sr=8-60","$19.99
$19
.
99","In Stock.","The all new LIFX mini White is the perfect “everywhere” Wi-Fi enabled LED lighting hub required. LIFX mini White works with leading voice and smart home platforms and is energy star Compliant."
"Amazon Smart Plug, works with Alexa – A Certified for Humans Device","https://www.amazon.com/Amazon-Smart-Plug-works-Alexa/dp/B01MZEEFNX/ref=sr_1_61?keywords=smart+light&qid=1581984642&sr=8-61","$24.99
$24
.
99","In Stock.",""
"Smart WiFi LED Recessed Retrofit Downlight 5/6 inch, 15W Ceiling Down Lighting Compatible with Alexa,Siri and Google Home, RGBCW Multicolor Color Changing Retrofit Can Lights 2700K - 6500K No Hub","https://www.amazon.com/Recessed-Retrofit-Downlight-Compatible-Multicolor/dp/B07WS5L5LR/ref=sr_1_62?keywords=smart+light&qid=1581984642&sr=8-62","$39.99
$39
.
99","In Stock.","●Features:
* RGB warm white / cold white
* Alexa, Google Assistant, APP control
* Millions Color Changing
* APP setting modes
●Remote Control
Remote control smart downlight with your phone through Smart Life ,
Tuya Smart App no matter where you are. You can control the Wifi
LED bulb individually or create different groups to control the lights.
Works with 2.4GHz Wi-Fi Network ONLY. It’s very convenient for your life
●Match Any Mode
With over 16 million color, you can transform your room to all kinds of
themes such as party, reading, night, meeting, leisure, soft, colors,
colorful and gorgeous. Give a “smart life” for your house!
●Devices Sharing
Families can share the smart colorful life together via the smart bulb
with intimate families. Sharing device and sharing your care for
intimate families at the the same time.
●Specifications:
Power: 15W ( 120W Equivalent )
Luminous Flux: 1200 lm
Input Voltage: AC85-265V
Color temperature: 2700-6500K
Lifespan: above 20,000 hours
Certification: CE, ROHS, FCC
Control Type: APP/Voice
Base Type: E26
Warranty: 2 years
●Package Include:
1 * LED WIFI Smart Downlight
1 * Instruction manual"
"Smart Dimmer Switch,Neutral Wire Required,Treatlife WiFi Light Switch for Dimmable LED, Halogen and Incandescent Bulbs, Compatible with Alexa, Google Assistant, Remote Control, Single-Pole(1 Pack)","https://www.amazon.com/Upgraded-Separable-Replaceable-Function-Dressing/dp/B07CKNWGN4/ref=sr_1_63?keywords=smart+light&qid=1581984642&sr=8-63","$24.99
$24
.
99 ($2.84/Ounce)","In Stock.",""
"Single Pole Smart Light Switch, （Neutral Wire Required) Treatlife 2.4Ghz Smart Switch Wi-Fi Light Switch, Works with Alexa and Google Assistant, Schedule, Remote Control, ETL Listed, 1 Pack","https://www.amazon.com/%EF%BC%88Neutral-Required-Treatlife-Assistant-Schedule/dp/B07WRQB999/ref=sr_1_64?keywords=smart+light&qid=1581984642&sr=8-64","$17.99
$17
.
99","In Stock.",""
"Cree BA19-08027OMF-12CE26-1C100 Connected 60W Equivalent Soft White (2700K) A19 Dimmable LED Light Bulb, Works with Alexa","https://www.amazon.com/BA19-08027OMF-12CE26-1C100-Connected-Equivalent-White-Dimmable/dp/B01701DKVM/ref=sr_1_65?keywords=smart+light&qid=1581984642&sr=8-65","$9.28
$9
.
28
$11.69
$11.69","In Stock.","The Cree connected LED bulb looks and lights even more like a light bulb and can be controlled from anywhere. It is an easy-to-use and cost-effective way to customize lighting in your home. Simply install your bulbs and compatible hub, sync with the applicable app and begin to control your light settings using your iOS or Android device. Compatible with multiple home automation systems, the Cree connected LED bulb works with either wink or a ZigBee certified hub. Once installed, you can easily dim or brighten to the perfect setting, Schedule lights to come on automatically at the start of the day, or turn on lights for added security when you are away from home, all from the Palm of your hand."
"Sengled Smart LED Daylight A19 Light Bulb, Hub Required, 5000K 60W Equivalent, Compatible with Alexa, Google Assistant & SmartThings, 1 Pack","https://www.amazon.com/Sengled-Smart-Element-Classic-Bulb/dp/B078H7F8P8/ref=sr_1_66?keywords=smart+light&qid=1581984642&sr=8-66","$9.99
$9
.
99","In Stock.","Do more with your lighting. Transform your space with a single tap in the app or a simple voice command. Sengled Smart LEDs fit seamlessly into your existing smart home. Compatible with Alexa, Google Assistant and SmartThings, it's simple to add smart lighting in any room. Create scenes, set schedules, dim or brighten, and more with the Sengled Home app (iOS/Android)."
"Smart Light Bulb Compatible with Alexa Google Home, NiteBird A19 E26 WiFi Dimmable Warm White 2700K LED Lights Bulbs, 75W Equivalent, No Hub Required, 2 Pack","https://www.amazon.com/Compatible-NiteBird-Dimmable-Equivalent-Required/dp/B082DWK146/ref=sr_1_67?keywords=smart+light&qid=1581984642&smid=A3HPJVB1GQD9MA&sr=8-67","$14.44
$14
.
44
$16.99
$16.99","In Stock.",""
"GE Enbrighten Z-Wave Plus Smart Light Switch with QuickFit and SimpleWire, 3-Way Ready, Works with Alexa, Google Assistant, ZWave Hub Required, Repeater/Range Extender, White & Light Almond, 46201","https://www.amazon.com/GE-Enbrighten-SimpleWire-SmartThings-46201/dp/B07RRBT6W5/ref=sr_1_68?keywords=smart+light&qid=1581984642&sr=8-68","$39.99
$39
.
99","In Stock.","Home automation is even smarter with the GE-branded Unfrighten Z-Wave Plus In-Wall Smart Switch with Quick Fit and Simple Wire. When paired with a compatible hub, the hardwired smart switch operates wall, ceiling and accent lighting through individual commands and programmed settings. Wirelessly control and schedule indoor or outdoor fixtures for effortless management of your home. Your automation possibilities are seemingly infinite when connected to hubs from Ring, Wink, SmartThings, Home Seer, Vera, Nexia and more."
"Etekcity Smart Light Bulb, WiFi Dimmable Soft White LED Bulb Works with Alexa, Google Home and IFTTT, Easy Setup, Schedule, A19 E26, 60W Equivalent, 806LM, 2700K, No Hub Required, UL Listed (4 Pack)","https://www.amazon.com/Etekcity-Dimmable-Schedule-Required-Equivalent/dp/B07TYV2BNF/ref=sr_1_69?keywords=smart+light&qid=1581984642&sr=8-69","$43.99
$43
.
99 ($11.00/Count)","In Stock.",""
"Almay Smart Shade Butter Kiss Lipstick, Berry-Light/Medium","https://www.amazon.com/Almay-Butter-Lipstick-Berry-Light-Medium/dp/B00QT5LSY2/ref=sr_1_70?keywords=smart+light&qid=1581984642&sr=8-70","$4.99
$4
.
99
$6.99
$6.99","In Stock.","Almay Smart Shade Butter Kiss Lipstick comes in a variety of Pink, Berry, Nude, and Red lip shades that are expertly coordinated to complement your skin tone. This hydrating lipstick has a hybrid, soft gel formula that glides on buttery smooth. Gives you medium to full coverage with a shiny finish. 98% of women felt lips were instantly hydrated.* Hypoallergenic. Ophthalmologist tested. Dermatologist tested. Almay - Quality ingredients. American science. *Tested among 52 women. Data on file."
"Smart plug Amysen : Smart Wifi Outlet, works with Alexa and Google Home, ETL Certified, Only Supports 2.4GHz Network, No Hub Required, Control Your Devices from Anywhere","https://www.amazon.com/Amysen-Smart-Plug%EF%BC%884-Pack%EF%BC%89-Mini-Assistant/dp/B078K432TK/ref=sr_1_71?keywords=smart+light&qid=1581984642&sr=8-71","$26.69
$26
.
69 ($6.67/Piece)","In Stock.",""
"SYLVANIA SMART+ RT 5/6"" Recessed Lighting Kit, Color Changing and Dimmable LED, 65-Watt","https://www.amazon.com/SYLVANIA-Recessed-Lighting-Changing-Dimmable/dp/B0196M601A/ref=sr_1_72?keywords=smart+light&qid=1581984642&sr=8-72","$14.99
$14
.
99","In Stock.",""
"Smart Light Bulb, REAFOO Smart WiFi LED Light Bulbs with Timer and Remote, Dimmable E26 RGB Color Changing Lights for Room Home Décor Holiday Party, Compatible with Alexa Google Assistant (2 Pack)…","https://www.amazon.com/REAFOO-Dimmable-Changing-Compatible-Assistant/dp/B07WKZBLT1/ref=sr_1_73?keywords=smart+light&qid=1581984642&sr=8-73","$16.99
$16
.
99","In Stock.",""
"Smart Light Bulbs, LOHAS BR30 LED WiFi Light Bulb Dimmable Daylight 5000K, 980LM, Compatible with Alexa Google Home Assistant, E26 10W Equivalent 75W BR30 Flood Light for Cans, No Hub Required, 2Pack","https://www.amazon.com/LOHAS-LED-Dimmable-Equivalent-Compatible/dp/B07SWYN9WS/ref=sr_1_74?keywords=smart+light&qid=1581984642&sr=8-74","$23.99
$23
.
99","In Stock.",""
"Lutron Caseta Smart Home Dimmer Switch and Pico Remote Kit, Works with Alexa, Apple HomeKit, and the Google Assistant | P-PKG1WB-WH | White","https://www.amazon.com/Lutron-P-PKG1WB-WH-Caseta-Wireless-Dimmer/dp/B07HM6L48C/ref=sr_1_75?keywords=smart+light&qid=1581984642&sr=8-75","$64.95
$64
.
95","In Stock.","Experience the ultimate convenience with the Lutron Caseta wireless dimmer and Pico remote control. The wireless dimmer gives you the ability to set the right light for any activity whether it's reading, watching TV, entertaining, or having a casual dinner. Control your lights in a 3-way application by mounting the Pico remote to the wall with the included Pico wall box bracket, for multi-location dimming. No cutting holes or wiring required! the remote lets you turn lights on/off as well as brighten or dim them. With the Lutron smart bridge and app (sold separately), you can control your Caseta wireless dimmers with your smartphone from anywhere. The dimmer works up to 600-watt of incandescent or halogen and 150-watt of dimmable LED or dimmable CFL. Pico takes (1) CR2032 battery, included in remote."
"AISIRER Smart Light Bulb WiFi LED Light Bulbs 9W 806LM Compatible with Amazon Alexa Echo Dot Google Home Assistant and IFTTT E26 Dimmable Warm Light 2700K No Hub Required A19 (4 Pack)","https://www.amazon.com/Compatible-Assistant-Equivalent-Dimmable-AISIRER/dp/B07RHMQ2DD/ref=sr_1_76?keywords=smart+light&qid=1581984642&sr=8-76","$39.99
$39
.
99","In Stock.",""
"LED Strip Lights, DAYBETTER 16.4 FT Smart Strip Lights 5050 Kit 150 LEDs Work with Alex Google Assistant WiFi Rope Light APP Controlled Smart Light Strip for Bedroom, Home, Ceiling, Cupboard Lighting","https://www.amazon.com/DAYBETTER-Assistant-Controlled-Cupboard-Lighting/dp/B07VQT4HR2/ref=sr_1_77?keywords=smart+light&qid=1581984642&sr=8-77","$24.99
$24
.
99","In Stock.",""
"Geeni GN-BW912-999 LUX Smart Floodlight, White – Outdoor 2700K-6500K Dimmable LED Bulb, E26, PAR38, 11W, 1000 Lumens – No Hub Works with Amazon Alexa, Google Assistant, Requires 2.4 GHz Wi-Fi","https://www.amazon.com/Geeni-GN-BW912-999-Smart-Floodlight-White/dp/B07XPLCZ1K/ref=sr_1_78?keywords=smart+light&qid=1581984642&sr=8-78","$24.99
$24
.
99","In Stock.",""
"Smart Light Bulbs, Aoycocr BR30 Dimmable LED Light Bulbs, 720 Lumen, Tunable White 2700K - 9000K,9 (80W Equivalent), Works with Alexa, Google Assistant, IFTTT, No Hub Required, Wi-Fi, E26 Base, 6 Pack","https://www.amazon.com/Smart-Light-Aoycocr-Dimmable-Tunable/dp/B07VP2KL7W/ref=sr_1_79?keywords=smart+light&qid=1581984642&sr=8-79","$80.99
$80
.
99","In Stock.",""
"Sunco Lighting 2 Pack WiFi LED Smart Bulb, PAR20, 5W, Color Changing (RGB & CCT), Dimmable, Compatible with Amazon Alexa & Google Assistant - No Hub Required","https://www.amazon.com/Sunco-Lighting-Changing-Compatible-Assistant/dp/B07NVZ3VBN/ref=sr_1_80?keywords=smart+light&qid=1581984642&sr=8-80","$19.99
$19
.
99 ($10.00/Count)","In Stock.",""
"Hedynshine 33 Ft LED Strip Lights, Waterproof Tape Lights with 300 LEDs SMD 5050 RGB Rope Lights, Sync to Music, 24 Key Remote Control and Compatible with Alexa/Google Home,WiFi LED Lights Strip","https://www.amazon.com/Hedynshine-Lights-Waterproof-Control-Compatible/dp/B07KVW8MZY/ref=sr_1_81?keywords=smart+light&qid=1581984642&sr=8-81","$38.89
$38
.
89","In Stock.",""
"LED Night Light Plug in, Super Smart Dusk to Dawn Sensor, Automatic Night Lights Suitable for Bedroom, Bathroom, Toilet,Stairs,Kitchen,Hallway,Kids,Adults,Compact Nightlight, (Warm White, 4 Pack)","https://www.amazon.com/Automatic-Suitable-Bedroom-Bathroom-Nightlight/dp/B083Q333Z7/ref=sr_1_82?keywords=smart+light&qid=1581984642&sr=8-82","$13.47
$13
.
47 ($3.37/Pieces)","In Stock.",""
"Nexlux LED Strip Lights, WiFi Wireless Smart Phone Controlled 16.4ft Waterproof Light Strip LED Kit 5050 LED Lights,Working with Android and iOS System,Alexa, Google Assistant","https://www.amazon.com/Nexlux-Wireless-Controlled-Working-Assistant/dp/B072DXFKRH/ref=sr_1_83?keywords=smart+light&qid=1581984642&sr=8-83","$27.98
$27
.
98
$29.99
$29.99","In Stock.",""
"Gosund Smart Switch, Smart Light Switch Works with Alexa, Google home and IFTTT, with Remote Control and Schedule, Needs Neutral Wire, Single-Pole, No Hub required, ETL and FCC listed (2 Pack)","https://www.amazon.com/Gosund-Control-required-installation-listed/dp/B07DQG4K52/ref=sr_1_84?keywords=smart+light&qid=1581984642&sr=8-84","$29.99
$29
.
99","In Stock.",""
"Sunco Lighting 2 Pack WiFi LED Smart Bulb, G25, 5W, Color Changing (RGB & CCT), Dimmable, Compatible with Amazon Alexa & Google Assistant - No Hub Required","https://www.amazon.com/Sunco-Lighting-Changing-Compatible-Assistant/dp/B07NVY18WF/ref=sr_1_85?keywords=smart+light&qid=1581984642&sr=8-85","$24.99
$24
.
99 ($12.50/Count)","In Stock.",""
"Philips Hue Smart Button for Hue Smart Lights, Smart Light Control, (Hue Hub required)","https://www.amazon.com/Philips-Hue-Button-Control-required/dp/B07XV1HRVZ/ref=sr_1_86?keywords=smart+light&qid=1581984642&sr=8-86","$19.99
$19
.
99","In Stock.","The Philips Hue Smart Button brings convenience and smart home automation to the Hue ecosystem. The button can be paired with any Hue smart light to control just one or a group of lights across your home. With full dimming and brightening technology, press the button to light the way, even if you forget your phone. Program the hue smart button in the Hue App to trigger specific preset scenes or to use our new “natural light” setting. Simplify your life through smart home automation. With a smart light switch that is so much more than a light switch, you can configure it to activate “smart automation” to tailor it to your personal needs. These automations will help you get the most out of your Philips Hue smart lighting system. You can change the Smart Button’s default settings in the Hue App to control the effects of your smart bulbs, set your very own light scene, or to control all the smart lights in a specific room."
"Smart Switch, SAUDIO Smart Light Dimmer Switch for Dimmable LED/Halogen/Incandescent Bulbs, Compatible with Alexa, Google Assistant/IFTTT, Remote Control, Single-Pole, Neutral Wire Required(1 Pack)","https://www.amazon.com/SAUDIO-Incandescent-Compatible-Assistant-Single-Pole/dp/B082WR6VDJ/ref=sr_1_87?keywords=smart+light&qid=1581984642&sr=8-87","$19.99
$19
.
99
$25.99
$25.99","In Stock.",""
"myTouchSmart In-Wall Digital Timer, 4 Programmable On/Off Buttons, 2 Easy On/Off Buttons, 24 Hour Daily Cycles, Blue LED Indicators, with Battery Backup, for Indoor/Outdoor Lights, Fans, 26893","https://www.amazon.com/myTouchSmart-Digital-Programmable-Indicators-26893/dp/B01BKGC492/ref=sr_1_88?keywords=smart+light&qid=1581984642&sr=8-88","$19.99
$19
.
99
$24.99
$24.99","In Stock.","MyTouchSmart In-Wall Digital Timer Save time, money and energy by scheduling your indoor or outdoor lighting and appliances - ideal for ceiling lights, ceiling fans, exhaust fans, patio lights, and more. 4 programmable On/Off buttons2 On/Off override buttons for when you need to use the connected light/fan outside of your selected scheduled times. Blue LED indicator lights next to each button show which buttons/programs are currently active or selected with LED, CFL, Incandescent and Halogen bulbs as well as dimmable LED and dimmable CFL bulbs. Replace your existing light switch Screw terminal installation provides improved space efficiency when replacing existing switches compared to flying leads NEUTRAL WIRE IS REQUIREDWALL PLATE NOT INCLUDED Backup battery maintains your settings in the event of a power outage. Electrical Ratings: 120VAC 60 Hz, 15A General/Resistive, 1200W Tungsten, 1200VA Ballast, ½ HP, UL Listed. myTouchSmart timers are an incredibly easy way to automate your lights to be on when you need them most. Save energy, save money and feel secure with myTouchSmart in-wall digital timers. The state-of-the art timer delivers convenient automation for lights, fans, appliances and electronics, both indoor and out. It is equipped with two sets of ""my on/off time"" buttons, enabling you to easily program your lights to turn on and off for anytime that suits your schedule, as well as on/off override buttons. The in-wall timer also features blue LED indicators that show active programs, a large LCD screen for effortless viewing, large buttons for added convenience and a battery backup that maintains your settings in the event of a power loss. Easy-to-install, the myTouchSmart in-wall digital timer replaces your existing light switch. myTouchSmart timers are an incredibly easy way to automate your lights to be on when you need them most and are compatible with CFL, LED, incandescent and halogen light sources. Requires neutral wire for installation. For use in single-pole applications only. Wall plate not included. This product is UL listed and is backed by a one-year limited ."
"Govee 32.8ft LED Strip Lights Works with Alexa and Google Assistant Wireless Smart Phone APP Control Light Strip (2x5m) Music Sync RGB Tape LED Lights for Room Kitchen Home Party (Not Support 5G WiFi)","https://www.amazon.com/Wireless-Control-Compatible-Assistant-Non-Waterproof/dp/B07N1BGYKB/ref=sr_1_89?keywords=smart+light&qid=1581984642&sr=8-89","$42.99
$42
.
99","In Stock.",""
"Kasa Smart WiFi Plug by TP-Link – Smart Plug, No Hub Required, Works with Alexa and Google (HS100), white, 1 Pack","https://www.amazon.com/TP-Link-HS100-Required-Google-Assistant/dp/B0178IC734/ref=sr_1_90?keywords=smart+light&qid=1581984642&sr=8-90","$16.87
$16
.
87","In Stock.",""
"Smart LED Light Bulb, 3Stone A19 Dimmable 7W(60W Equivalent) 2.4G Wi-Fi Smart RGB Multicolor Voice Controlled Bulb, Warm White(2700K), Works with Alexa, Google Assistant&IFTTT (No Hub Required)-1 Pack","https://www.amazon.com/3Stone-Controlled-Dimmable-Equivalent-Assistant/dp/B071GF1MGR/ref=sr_1_91?keywords=smart+light&qid=1581984642&sr=8-91","$13.99
$13
.
99","In Stock.",""
"Alexa Light Switch, Double Smart Wifi Light Switches, Smart Switch 2 Gang Works with Google Assistant and IFTTT(Two separate switches with one wall plate)","https://www.amazon.com/Switch-Double-Switches-Google-Assistant/dp/B07L755WM6/ref=sr_1_92?keywords=smart+light&qid=1581984642&sr=8-92","$39.99
$39
.
99","In Stock.","Note:
1. Neutral wire is required.
2. Support 2.4GHz Wi-Fi Only, not support 5Ghz wifi.
3. WiFi name and password should only contain letters and numbers. No special symbols allowed. (Like a dash.)
4. If physical button stopped working, please update the firmware of the switch in Smart Life app by:
Smartlife App - Device - Menu on the upper right corner - check for firmware update.
5. ALL devices and iPhone and Alexa devices need to be on SAME WIFI.
6. Models of router below are not compatible with our smart device: Google wifi mesh router, Apple Airport Extreme/Express, linksys WRT 3200ACM router
Specifications
Power supply: Neutral + Live wire
Rated Current: 15A
Rated Voltage: AC110V-125V~50/60Hz
Rated Power: INC 1650W(Max) LED 300W(Max)
Wireless Standard: IEEE802.11b/g/n
Working frequency: 2.4GHz
Safety: WEP/WPA-PSK/WPA2-PSK
Encryption: WEP/AES/TKIP
Static power loss: ≤0.5W
Working Temp:-20゜C～75゜C
Humidity: <95%
Control Distance : no limitation
Dimensions: 4.09x1.77x1.37 IN
Warranty:
1. ETL/FCC/RoHS certified
2. 15A Overload protection
Easy to Set Up
1. Download the “Smart life” from App Store or Google Play store.
2. Connect your mobile device to your 2.4GHz Wi-Fi network.
3. Launch “Smart life” and follow the wiring steps provided.
4. Connect the Smart Switch to your home network"
"Sengled Smart LED Soft White A19 Starter Kit, 2700K 60W Equivalent, 2 Smart Light Bulbs & Hub, Works with Alexa & Google Assistant","https://www.amazon.com/Sengled-Element-Classic-Equivalent-Assistant/dp/B01N2TVDYQ/ref=sr_1_93?keywords=smart+light&qid=1581984642&sr=8-93","$29.99
$29
.
99
$39.99
$39.99","In Stock.","Do more with your lighting. Use the Sengled Smart LED Starter kit to transform your space with a single tap in Sengled Home app (iOS/Android) or a simple voice command. Compatible with Alexa and Google Assistant, it's simple to add smart lighting in any room. Create scenes, set schedules, dim or brighten, and more with the app."
